"Label","2D TWL selex","M104 base"
"CA_TWL_ARDEV_y2019_Lbin33",0.261315,NA
"CA_TWL_ARDEV_y2019_Lbin34",0.233942,NA
"CA_TWL_ARDEV_y2019_Lbin35",0.223622,NA
"CA_TWL_ARDEV_y2019_Lbin36",-0.0361474,NA
"CA_TWL_ARDEV_y2019_Lbin37",-0.0258725,NA
"CA_TWL_ARDEV_y2019_Lbin38",-0.0929868,NA
"CA_TWL_ARDEV_y2020_Lbin10",-0.000221179,NA
"CA_TWL_ARDEV_y2020_Lbin11",-0.000246898,NA
"CA_TWL_ARDEV_y2020_Lbin12",-0.000295726,NA
"CA_TWL_ARDEV_y2020_Lbin13",-0.000464129,NA
"CA_TWL_ARDEV_y2020_Lbin14",-0.000910756,NA
"CA_TWL_ARDEV_y2020_Lbin15",-0.00179869,NA
"CA_TWL_ARDEV_y2020_Lbin16",-0.00150354,NA
"CA_TWL_ARDEV_y2020_Lbin17",-0.00283203,NA
"CA_TWL_ARDEV_y2020_Lbin18",-0.0122728,NA
"CA_TWL_ARDEV_y2020_Lbin19",-0.0233084,NA
"CA_TWL_ARDEV_y2020_Lbin20",-0.0402233,NA
"CA_TWL_ARDEV_y2020_Lbin21",-0.0700105,NA
"CA_TWL_ARDEV_y2020_Lbin22",-0.0667672,NA
"CA_TWL_ARDEV_y2020_Lbin23",-0.105172,NA
"CA_TWL_ARDEV_y2020_Lbin24",-0.0985883,NA
"CA_TWL_ARDEV_y2020_Lbin25",-0.136417,NA
"CA_TWL_ARDEV_y2020_Lbin26",-0.151069,NA
"CA_TWL_ARDEV_y2020_Lbin27",-0.180291,NA
"CA_TWL_ARDEV_y2020_Lbin28",-0.381216,NA
"CA_TWL_ARDEV_y2020_Lbin29",-0.387764,NA
"CA_TWL_ARDEV_y2020_Lbin30",-0.119308,NA
"CA_TWL_ARDEV_y2020_Lbin31",-0.0486189,NA
"CA_TWL_ARDEV_y2020_Lbin32",0.292595,NA
"CA_TWL_ARDEV_y2020_Lbin33",0.400322,NA
"CA_TWL_ARDEV_y2020_Lbin34",0.538276,NA
"CA_TWL_ARDEV_y2020_Lbin35",0.541303,NA
"CA_TWL_ARDEV_y2020_Lbin36",0.265116,NA
"CA_TWL_ARDEV_y2020_Lbin37",0.241662,NA
"CA_TWL_ARDEV_y2020_Lbin38",-0.0711598,NA
"CA_TWL_ARDEV_y2021_Lbin10",-0.00044145,NA
"CA_TWL_ARDEV_y2021_Lbin11",-0.000484674,NA
"CA_TWL_ARDEV_y2021_Lbin12",0.000138731,NA
"CA_TWL_ARDEV_y2021_Lbin13",0.000196837,NA
"CA_TWL_ARDEV_y2021_Lbin14",-0.00109338,NA
"CA_TWL_ARDEV_y2021_Lbin15",-0.00183257,NA
"CA_TWL_ARDEV_y2021_Lbin16",-0.00279744,NA
"CA_TWL_ARDEV_y2021_Lbin17",-0.00430259,NA
"CA_TWL_ARDEV_y2021_Lbin18",-0.00857051,NA
"CA_TWL_ARDEV_y2021_Lbin19",-0.0152997,NA
"CA_TWL_ARDEV_y2021_Lbin20",-0.0254893,NA
"CA_TWL_ARDEV_y2021_Lbin21",-0.0475827,NA
"CA_TWL_ARDEV_y2021_Lbin22",-0.0727946,NA
"CA_TWL_ARDEV_y2021_Lbin23",-0.120776,NA
"CA_TWL_ARDEV_y2021_Lbin24",-0.100268,NA
"CA_TWL_ARDEV_y2021_Lbin25",-0.142023,NA
"CA_TWL_ARDEV_y2021_Lbin26",-0.129327,NA
"CA_TWL_ARDEV_y2021_Lbin27",-0.153931,NA
"CA_TWL_ARDEV_y2021_Lbin28",-0.293552,NA
"CA_TWL_ARDEV_y2021_Lbin29",-0.29918,NA
"CA_TWL_ARDEV_y2021_Lbin30",-0.296061,NA
"CA_TWL_ARDEV_y2021_Lbin31",-0.276954,NA
"CA_TWL_ARDEV_y2021_Lbin32",0.075611,NA
"CA_TWL_ARDEV_y2021_Lbin33",0.134014,NA
"CA_TWL_ARDEV_y2021_Lbin34",0.375552,NA
"CA_TWL_ARDEV_y2021_Lbin35",0.40816,NA
"CA_TWL_ARDEV_y2021_Lbin36",0.372637,NA
"CA_TWL_ARDEV_y2021_Lbin37",0.350807,NA
"CA_TWL_ARDEV_y2021_Lbin38",0.140262,NA
"CA_TWL_ARDEV_y2022_Lbin10",0.00255111,NA
"CA_TWL_ARDEV_y2022_Lbin11",0.00282689,NA
"CA_TWL_ARDEV_y2022_Lbin12",-4.09159e-05,NA
"CA_TWL_ARDEV_y2022_Lbin13",-5.85207e-05,NA
"CA_TWL_ARDEV_y2022_Lbin14",-0.000833163,NA
"CA_TWL_ARDEV_y2022_Lbin15",-0.00135878,NA
"CA_TWL_ARDEV_y2022_Lbin16",-0.00312124,NA
"CA_TWL_ARDEV_y2022_Lbin17",-0.0043179,NA
"CA_TWL_ARDEV_y2022_Lbin18",-0.0026153,NA
"CA_TWL_ARDEV_y2022_Lbin19",-0.00364829,NA
"CA_TWL_ARDEV_y2022_Lbin20",-0.00722918,NA
"CA_TWL_ARDEV_y2022_Lbin21",-0.0120527,NA
"CA_TWL_ARDEV_y2022_Lbin22",-0.023893,NA
"CA_TWL_ARDEV_y2022_Lbin23",-0.0406361,NA
"CA_TWL_ARDEV_y2022_Lbin24",-0.0408384,NA
"CA_TWL_ARDEV_y2022_Lbin25",-0.0605691,NA
"CA_TWL_ARDEV_y2022_Lbin26",-0.0340017,NA
"CA_TWL_ARDEV_y2022_Lbin27",-0.0466567,NA
"CA_TWL_ARDEV_y2022_Lbin28",0.0527015,NA
"CA_TWL_ARDEV_y2022_Lbin29",0.0251207,NA
"CA_TWL_ARDEV_y2022_Lbin30",0.0114066,NA
"CA_TWL_ARDEV_y2022_Lbin31",0.0552958,NA
"CA_TWL_ARDEV_y2022_Lbin32",-0.0679868,NA
"CA_TWL_ARDEV_y2022_Lbin33",-0.0503394,NA
"CA_TWL_ARDEV_y2022_Lbin34",0.023385,NA
"CA_TWL_ARDEV_y2022_Lbin35",0.0323402,NA
"CA_TWL_ARDEV_y2022_Lbin36",0.131633,NA
"CA_TWL_ARDEV_y2022_Lbin37",0.136972,NA
"CA_TWL_ARDEV_y2022_Lbin38",0.11322,NA
"CA_TWL_ARDEV_y2023_Lbin10",-0.000281118,NA
"CA_TWL_ARDEV_y2023_Lbin11",-0.000435005,NA
"CA_TWL_ARDEV_y2023_Lbin12",-0.000818223,NA
"CA_TWL_ARDEV_y2023_Lbin13",-0.00167889,NA
"CA_TWL_ARDEV_y2023_Lbin14",-0.00325765,NA
"CA_TWL_ARDEV_y2023_Lbin15",-0.00552157,NA
"CA_TWL_ARDEV_y2023_Lbin16",-0.00472102,NA
"CA_TWL_ARDEV_y2023_Lbin17",-0.00624453,NA
"CA_TWL_ARDEV_y2023_Lbin18",-0.00972612,NA
"CA_TWL_ARDEV_y2023_Lbin19",-0.0134888,NA
"CA_TWL_ARDEV_y2023_Lbin20",-0.0237743,NA
"CA_TWL_ARDEV_y2023_Lbin21",-0.0351087,NA
"CA_TWL_ARDEV_y2023_Lbin22",-0.062732,NA
"CA_TWL_ARDEV_y2023_Lbin23",-0.0931904,NA
"CA_TWL_ARDEV_y2023_Lbin24",-0.104246,NA
"CA_TWL_ARDEV_y2023_Lbin25",-0.144552,NA
"CA_TWL_ARDEV_y2023_Lbin26",-0.0524823,NA
"CA_TWL_ARDEV_y2023_Lbin27",-0.0645442,NA
"CA_TWL_ARDEV_y2023_Lbin28",-0.0596542,NA
"CA_TWL_ARDEV_y2023_Lbin29",-0.0852335,NA
"CA_TWL_ARDEV_y2023_Lbin30",-0.0972177,NA
"CA_TWL_ARDEV_y2023_Lbin31",-0.0819993,NA
"CA_TWL_ARDEV_y2023_Lbin32",0.0618148,NA
"CA_TWL_ARDEV_y2023_Lbin33",0.115518,NA
"CA_TWL_ARDEV_y2023_Lbin34",0.0877183,NA
"CA_TWL_ARDEV_y2023_Lbin35",0.114678,NA
"CA_TWL_ARDEV_y2023_Lbin36",0.234812,NA
"CA_TWL_ARDEV_y2023_Lbin37",0.255571,NA
"CA_TWL_ARDEV_y2023_Lbin38",0.291264,NA
"CA_TWL_ARDEV_y2024_Lbin10",-0.000755549,NA
"CA_TWL_ARDEV_y2024_Lbin11",-0.000822776,NA
"CA_TWL_ARDEV_y2024_Lbin12",-0.000908907,NA
"CA_TWL_ARDEV_y2024_Lbin13",-0.00130746,NA
"CA_TWL_ARDEV_y2024_Lbin14",-0.00237482,NA
"CA_TWL_ARDEV_y2024_Lbin15",-0.00445025,NA
"CA_TWL_ARDEV_y2024_Lbin16",-0.00765728,NA
"CA_TWL_ARDEV_y2024_Lbin17",-0.0135432,NA
"CA_TWL_ARDEV_y2024_Lbin18",-0.0231852,NA
"CA_TWL_ARDEV_y2024_Lbin19",-0.0383269,NA
"CA_TWL_ARDEV_y2024_Lbin20",-0.060127,NA
"CA_TWL_ARDEV_y2024_Lbin21",-0.0868913,NA
"CA_TWL_ARDEV_y2024_Lbin22",-0.119561,NA
"CA_TWL_ARDEV_y2024_Lbin23",-0.159028,NA
"CA_TWL_ARDEV_y2024_Lbin24",-0.169244,NA
"CA_TWL_ARDEV_y2024_Lbin25",-0.212958,NA
"CA_TWL_ARDEV_y2024_Lbin26",-0.115149,NA
"CA_TWL_ARDEV_y2024_Lbin27",-0.126477,NA
"CA_TWL_ARDEV_y2024_Lbin28",-0.153642,NA
"CA_TWL_ARDEV_y2024_Lbin29",-0.150383,NA
"CA_TWL_ARDEV_y2024_Lbin30",-0.184976,NA
"CA_TWL_ARDEV_y2024_Lbin31",-0.140342,NA
"CA_TWL_ARDEV_y2024_Lbin32",0.0488793,NA
"CA_TWL_ARDEV_y2024_Lbin33",0.143487,NA
"CA_TWL_ARDEV_y2024_Lbin34",0.190174,NA
"CA_TWL_ARDEV_y2024_Lbin35",0.255206,NA
"CA_TWL_ARDEV_y2024_Lbin36",0.440032,NA
"CA_TWL_ARDEV_y2024_Lbin37",0.526399,NA
"CA_TWL_ARDEV_y2024_Lbin38",0.524996,NA
"Size_DblN_peak_CA_TWL(3)",NA,44.7699
"Size_DblN_top_logit_CA_TWL(3)",NA,-6
"Size_DblN_ascend_se_CA_TWL(3)",NA,4.50337
"Size_DblN_descend_se_CA_TWL(3)",NA,2.98778
"Size_DblN_start_logit_CA_TWL(3)",NA,-10
"Size_DblN_end_logit_CA_TWL(3)",NA,-999
"Size_DblN_peak_CA_TWL(3)_BLK3repl_1875",NA,33.6688
"Size_DblN_ascend_se_CA_TWL(3)_BLK3repl_1875",NA,3.2508
"Size_DblN_descend_se_CA_TWL(3)_BLK3repl_1875",NA,19
"Bratio_2025",0.678878,0.705343
"SSB_unfished",11122.5,11553.3
"Totbio_unfished",48908.3,51705.2
"Recr_unfished",22875.5,25703.1
"Dead_Catch_SPR",2027.12,2197.35
"OFLCatch_2025",2579.37,2966.49
